City,City_Tier,Property_Type,BHK,Builtup_Area_sqft,Property_Age_years,Floor,Total_Floors,Furnishing,Parking,Distance_to_Metro_km,Distance_to_School_km,Distance_to_Hospital_km,Average_Area_Price_sqft,Rental_Yield_percent,Annual_Rent,Property_Price,Investment_Category
Mumbai,Tier_1,Apartment,2,758,12,7,9,Semi-Furnished,Covered,12.92,6.09,10.79,6254,1.5,76457,5097149,Low ROI
Mysore,Tier_3,Apartment,3,1312,0,7,9,Fully-Furnished,Open,2.4,2.51,0.13,2858,4.15,157213,3788287,High ROI
Erode,Tier_3,Independent House,2,733,4,0,2,Semi-Furnished,Open,1.33,3.49,2.14,2374,5.3,91924,1734429,High ROI
Vasai-Virar,Tier_3,Plot,4,1426,7,0,2,Unfurnished,Open,7.45,6.55,4.34,2070,4.13,115052,2785770,High ROI
Guwahati,Tier_3,Apartment,3,1565,0,6,7,Semi-Furnished,None,0.66,5.1,2.02,2173,3.85,140315,3644551,High ROI
Coimbatore,Tier_3,Villa,2,2052,19,0,1,Unfurnished,Covered,5.7,2.08,4.21,2991,4.03,241861,6001518,High ROI
Dhanbad,Tier_3,Apartment,4,1298,9,1,5,Fully-Furnished,Covered,2.93,0.15,1.86,3152,3.83,169087,4414820,High ROI
Kochi,Tier_3,Apartment,2,1009,8,0,3,Unfurnished,None,5.55,4.53,4.58,2129,3.4,75562,2222441,Medium ROI
Jamshedpur,Tier_3,Apartment,2,877,0,7,11,Unfurnished,Covered,0.67,5.29,1.73,3177,2.0,58064,2903249,Low ROI
Coimbatore,Tier_3,Apartment,1,804,9,0,5,Semi-Furnished,None,3.41,1.98,8.74,1869,4.29,63940,1490459,High ROI
Bengaluru,Tier_1,Apartment,1,518,1,3,5,Semi-Furnished,Covered,8.27,3.79,10.32,5059,1.67,45036,2696821,Low ROI
Ludhiana,Tier_3,Apartment,3,1105,6,6,7,Unfurnished,Open,5.71,5.3,2.66,2104,3.16,69435,2197332,Medium ROI
Jodhpur,Tier_3,Apartment,1,778,3,0,11,Unfurnished,Covered,6.71,1.64,1.35,2967,4.73,101014,2135611,High ROI
Thane,Tier_2,Apartment,3,1101,3,2,6,Fully-Furnished,None,3.43,4.19,6.79,4513,1.5,70631,4708779,Low ROI
Ongole,Tier_3,Apartment,2,795,0,0,6,Semi-Furnished,None,9.04,2.64,2.83,2272,3.57,59719,1672805,High ROI
Karnal,Tier_3,Apartment,1,952,1,1,7,Fully-Furnished,Open,5.64,4.57,2.24,2532,2.86,72460,2533600,Medium ROI
Ranchi,Tier_3,Apartment,2,843,20,3,8,Fully-Furnished,None,6.89,1.62,4.78,2296,3.33,65207,1958174,Medium ROI
Kochi,Tier_3,Apartment,3,1412,8,3,6,Fully-Furnished,Open,6.62,2.47,3.67,2328,4.76,164985,3466079,High ROI
Thiruvananthapuram,Tier_3,Apartment,3,1340,7,3,5,Fully-Furnished,Open,4.05,3.31,5.29,2198,2.59,72699,2806932,Medium ROI
Mumbai,Tier_1,Apartment,2,610,1,1,3,Unfurnished,Covered,12.59,4.84,7.84,5455,2.0,65868,3293419,Low ROI
Navi Mumbai,Tier_2,Apartment,1,595,10,5,6,Fully-Furnished,Open,10.88,4.0,3.14,5131,1.71,50796,2970533,Low ROI
Hyderabad,Tier_1,Apartment,3,1248,8,1,10,Semi-Furnished,Open,6.83,4.09,3.87,4635,2.56,158634,6196678,Medium ROI
Ongole,Tier_3,Apartment,1,664,7,2,10,Semi-Furnished,None,2.13,1.02,3.02,2248,4.51,65357,1449169,High ROI
Bengaluru,Tier_1,Villa,4,2379,0,0,2,Fully-Furnished,Open,7.67,4.42,6.47,10663,2.87,681296,23738557,Medium ROI
Meerut,Tier_3,Apartment,3,1632,10,2,4,Semi-Furnished,None,2.65,2.35,3.07,2049,4.09,129385,3163471,High ROI
Bathinda,Tier_3,Independent House,2,1193,4,0,1,Semi-Furnished,Open,0.07,2.51,5.04,3047,3.46,135515,3916632,Medium ROI
Erode,Tier_3,Apartment,2,870,5,5,8,Semi-Furnished,Covered,12.19,1.03,1.07,3301,2.65,80376,3033077,Medium ROI
Gwalior,Tier_3,Apartment,2,1100,0,2,5,Fully-Furnished,Covered,3.93,4.6,5.57,2796,3.15,94775,3008740,Medium ROI
Indore,Tier_2,Apartment,4,1426,2,1,5,Semi-Furnished,Open,9.79,2.93,5.8,4677,1.59,111724,7026694,Low ROI
Bikaner,Tier_3,Apartment,2,954,19,4,5,Unfurnished,Open,2.79,3.33,7.8,1714,2.74,48266,1761566,Medium ROI
Ranchi,Tier_3,Apartment,1,905,0,3,9,Unfurnished,Open,7.64,2.28,3.69,2980,2.81,79448,2827361,Medium ROI
Nanded,Tier_3,Independent House,2,877,2,0,3,Semi-Furnished,None,1.05,6.1,4.52,2982,3.33,81058,2434202,Medium ROI
Gwalior,Tier_3,Independent House,1,793,3,0,3,Unfurnished,Open,1.36,5.14,4.02,2986,2.52,64059,2542032,Medium ROI
Coimbatore,Tier_3,Villa,2,3471,54,0,1,Unfurnished,Open,2.76,4.89,0.88,2337,3.63,297448,8194182,High ROI
Aligarh,Tier_3,Apartment,2,1125,26,4,7,Unfurnished,None,5.39,2.78,4.74,1478,4.39,72401,1649238,High ROI
Bijapur,Tier_3,Independent House,2,1111,3,0,2,Semi-Furnished,Open,3.72,3.79,3.94,3685,3.58,145209,4056141,High ROI
Amritsar,Tier_3,Apartment,3,935,2,0,7,Unfurnished,Covered,4.61,2.27,0.68,1930,3.43,62589,1824757,Medium ROI
Guwahati,Tier_3,Plot,2,1711,3,0,1,Unfurnished,Covered,4.56,4.39,7.74,2428,2.8,124961,4462897,Medium ROI
Faridabad,Tier_3,Apartment,2,1027,2,3,6,Fully-Furnished,Open,0.91,2.61,6.85,3421,2.66,86888,3266468,Medium ROI
Bhavnagar,Tier_3,Apartment,2,1170,13,5,6,Fully-Furnished,None,6.61,1.94,1.6,2788,4.27,142308,3332741,High ROI
Gaya,Tier_3,Apartment,3,1458,7,0,8,Fully-Furnished,Covered,1.0,4.83,1.83,3031,4.71,204494,4341714,High ROI
Indore,Tier_2,Villa,3,2751,7,0,3,Fully-Furnished,Covered,5.44,4.09,2.13,6840,2.23,445387,19972515,Low ROI
Bokaro,Tier_3,Apartment,1,650,0,5,9,Fully-Furnished,Open,3.52,1.98,0.6,2421,3.99,65633,1644941,High ROI
Varanasi,Tier_3,Apartment,3,886,0,5,6,Fully-Furnished,Covered,10.38,0.56,4.51,3539,3.32,110471,3327457,Medium ROI
Vadodara,Tier_2,Apartment,3,996,9,4,6,Fully-Furnished,Open,6.69,1.2,7.01,4587,1.96,83885,4279849,Low ROI
Navi Mumbai,Tier_2,Independent House,4,924,2,0,2,Semi-Furnished,Open,8.92,3.64,4.98,3885,1.5,57372,3824863,Low ROI
Nellore,Tier_3,Apartment,1,379,3,1,7,Semi-Furnished,Open,5.03,2.36,1.01,2761,2.86,32227,1126820,Medium ROI
Karnal,Tier_3,Independent House,3,1239,10,0,2,Semi-Furnished,Open,4.94,7.24,4.61,2982,3.87,137326,3548477,High ROI
Gwalior,Tier_3,Apartment,3,925,8,0,8,Semi-Furnished,Open,6.17,3.36,3.07,2961,4.64,120383,2594465,High ROI
Thiruvananthapuram,Tier_3,Apartment,3,969,0,5,8,Semi-Furnished,Open,6.89,1.01,4.56,2438,4.66,109242,2344250,High ROI
Guwahati,Tier_3,Plot,1,1425,10,0,2,Unfurnished,Covered,1.63,2.41,0.31,2326,3.18,101177,3181695,Medium ROI
Tirunelveli,Tier_3,Villa,2,2739,4,0,3,Fully-Furnished,Open,2.91,0.97,3.27,4395,2.54,316067,12443608,Medium ROI
Nellore,Tier_3,Villa,2,2368,2,0,3,Fully-Furnished,Covered,0.97,4.1,5.82,5474,4.29,543976,12680108,High ROI
Vijayawada,Tier_3,Apartment,3,1483,5,2,3,Semi-Furnished,Open,4.23,6.3,2.61,2766,4.39,188644,4297145,High ROI
Jaipur,Tier_2,Apartment,2,1338,0,0,3,Semi-Furnished,Open,6.89,0.48,4.05,4362,1.5,93922,6261471,Low ROI
Kalyan-Dombivali,Tier_3,Apartment,2,1156,19,0,5,Fully-Furnished,Covered,7.41,3.86,1.99,2601,4.36,128743,2952841,High ROI
Shimla,Tier_3,Apartment,2,1001,15,0,4,Fully-Furnished,Open,2.63,1.01,6.22,2611,3.91,102757,2628080,High ROI
Tiruchirappalli,Tier_3,Apartment,1,780,8,3,10,Fully-Furnished,Covered,2.4,2.39,1.3,2748,5.32,105157,1976647,High ROI
Meerut,Tier_3,Apartment,2,732,6,2,6,Unfurnished,Covered,1.57,5.46,4.03,2236,3.02,51532,1706367,Medium ROI
Faridabad,Tier_3,Apartment,3,1355,3,2,9,Fully-Furnished,Covered,3.14,2.31,7.53,2888,3.48,128742,3699496,Medium ROI
Aurangabad,Tier_3,Apartment,3,1190,1,5,9,Unfurnished,Open,1.45,3.84,3.0,2359,4.59,123954,2700527,High ROI
Ongole,Tier_3,Apartment,1,1032,0,1,6,Unfurnished,Open,0.92,3.5,0.17,2426,2.53,61234,2420318,Medium ROI
Nizamabad,Tier_3,Apartment,1,671,0,3,11,Fully-Furnished,Open,3.18,0.71,0.96,2889,3.6,71962,1998957,High ROI
Chennai,Tier_1,Plot,1,1116,3,0,1,Semi-Furnished,None,4.61,6.18,5.02,4489,2.13,101492,4764898,Low ROI
Gwalior,Tier_3,Apartment,4,1280,8,5,10,Fully-Furnished,Open,0.06,5.09,1.78,2797,3.77,132631,3518081,High ROI
Ludhiana,Tier_3,Apartment,2,1037,5,5,6,Fully-Furnished,None,8.5,3.27,2.41,2995,4.09,126572,3094688,High ROI
Delhi,Tier_1,Independent House,2,881,7,0,2,Fully-Furnished,Open,12.75,4.49,8.83,8857,1.5,110843,7389594,Low ROI
Ghaziabad,Tier_2,Plot,2,2140,12,0,1,Fully-Furnished,Covered,9.58,5.4,7.72,3254,1.5,102551,6836771,Low ROI
Howrah,Tier_3,Apartment,3,1015,3,0,3,Fully-Furnished,None,10.74,2.49,3.31,2541,3.32,83841,2525352,Medium ROI
Raipur,Tier_3,Apartment,1,923,5,1,3,Unfurnished,Covered,3.19,2.36,1.96,2372,2.39,52323,2189258,Low ROI
Jhansi,Tier_3,Independent House,3,1260,3,0,2,Unfurnished,Open,6.3,5.09,3.1,2252,4.45,124450,2796633,High ROI
Meerut,Tier_3,Apartment,3,895,2,2,4,Fully-Furnished,Covered,1.94,0.13,6.79,2491,4.4,98402,2236418,High ROI
Ongole,Tier_3,Villa,2,2757,14,0,3,Semi-Furnished,Covered,6.73,4.69,5.21,4231,4.8,589938,12290376,High ROI
Thiruvananthapuram,Tier_3,Independent House,2,648,13,0,1,Fully-Furnished,None,3.14,0.05,3.77,2346,5.1,76837,1506616,High ROI
Raipur,Tier_3,Villa,2,2035,0,0,2,Fully-Furnished,None,7.05,0.98,0.31,4430,4.34,417295,9615103,High ROI
Hyderabad,Tier_1,Plot,1,1007,11,0,2,Fully-Furnished,None,9.71,4.4,4.44,4167,1.72,68792,3999591,Low ROI
Kalyan-Dombivali,Tier_3,Apartment,3,1127,1,7,10,Semi-Furnished,Open,4.63,4.03,3.96,3172,3.39,129182,3810706,Medium ROI
Hubli-Dharwad,Tier_3,Apartment,1,898,2,1,4,Fully-Furnished,Open,7.21,0.94,2.98,3290,4.61,130341,2827361,High ROI
Kurnool,Tier_3,Independent House,1,843,1,0,3,Unfurnished,Open,3.97,1.32,5.42,2617,4.45,100510,2258653,High ROI
Vadodara,Tier_2,Apartment,3,1149,7,3,10,Unfurnished,Open,4.4,1.54,4.35,3091,1.94,73526,3790021,Low ROI
Chennai,Tier_1,Independent House,3,1209,1,0,1,Unfurnished,Open,6.45,3.75,10.19,6708,2.28,183264,8037918,Low ROI
Ranchi,Tier_3,Apartment,3,1268,0,2,7,Semi-Furnished,Open,5.59,3.04,1.3,2471,4.52,146954,3251206,High ROI
Nanded,Tier_3,Independent House,3,1429,1,0,3,Unfurnished,None,4.84,1.82,2.48,2280,4.05,124749,3080241,High ROI
Bathinda,Tier_3,Apartment,3,1279,1,5,7,Unfurnished,Covered,4.64,3.09,4.92,3145,3.72,141672,3808403,High ROI
Mysore,Tier_3,Apartment,4,1602,2,2,6,Semi-Furnished,Covered,0.41,1.67,3.8,2620,4.34,184479,4250689,High ROI
Patna,Tier_2,Villa,2,2629,1,0,2,Unfurnished,Covered,9.79,5.16,1.7,5592,2.1,318243,15154429,Low ROI
Bengaluru,Tier_1,Apartment,3,784,4,2,5,Semi-Furnished,None,11.7,5.36,6.17,5940,1.5,74513,4967535,Low ROI
Raipur,Tier_3,Apartment,2,1064,6,7,12,Fully-Furnished,Open,1.9,1.96,5.04,2554,4.14,112409,2715202,High ROI
Nanded,Tier_3,Apartment,2,654,8,4,5,Semi-Furnished,Open,0.59,2.8,0.41,2457,4.58,73102,1596117,High ROI
Kolkata,Tier_1,Plot,1,1648,20,0,3,Fully-Furnished,Open,12.83,8.37,5.3,4886,2.37,203698,8594879,Low ROI
Dehradun,Tier_3,Apartment,2,1101,4,0,6,Fully-Furnished,None,11.51,3.78,4.05,3245,4.02,135503,3370743,High ROI
Moradabad,Tier_3,Villa,1,2088,13,0,2,Semi-Furnished,None,3.29,1.91,0.77,2446,3.19,158792,4977810,Medium ROI
Warangal,Tier_3,Apartment,2,988,11,3,7,Unfurnished,Open,4.59,4.95,1.94,2409,4.67,109333,2341178,High ROI
Bhavnagar,Tier_3,Apartment,2,1290,15,3,4,Semi-Furnished,Open,1.93,3.94,2.93,2263,3.28,101419,3092065,Medium ROI
Solapur,Tier_3,Apartment,1,931,7,3,8,Unfurnished,Covered,4.68,4.66,2.95,2703,3.05,82852,2716487,Medium ROI
Patna,Tier_2,Apartment,2,1158,3,5,9,Fully-Furnished,Open,7.25,3.75,9.72,3896,2.2,97649,4438595,Low ROI
Bengaluru,Tier_1,Apartment,3,743,12,4,6,Fully-Furnished,Open,7.78,5.8,6.56,6269,1.5,70117,4674485,Low ROI
Mumbai,Tier_1,Plot,1,1450,3,0,1,Fully-Furnished,Open,7.28,3.93,5.14,6704,2.82,269757,9565867,Medium ROI
Indore,Tier_2,Apartment,1,829,1,3,6,Fully-Furnished,None,12.42,1.38,1.22,5786,2.11,100743,4774564,Low ROI
Howrah,Tier_3,Apartment,2,1315,0,6,8,Fully-Furnished,Open,4.41,0.91,3.42,3424,2.18,99680,4572513,Low ROI
Jalandhar,Tier_3,Villa,3,2739,0,0,2,Semi-Furnished,None,9.1,1.53,3.27,2858,3.5,294780,8422300,High ROI
Kanpur,Tier_2,Apartment,3,769,8,0,8,Unfurnished,Open,8.77,7.81,3.71,2869,1.76,36383,2067226,Low ROI
Kochi,Tier_3,Villa,1,1508,14,0,1,Unfurnished,Open,5.98,3.39,4.96,2447,4.47,169304,3787567,High ROI
Nellore,Tier_3,Apartment,3,1002,4,3,8,Fully-Furnished,Open,4.38,1.26,7.1,2502,3.47,81173,2339298,Medium ROI
Sikar,Tier_3,Apartment,4,1696,2,3,6,Semi-Furnished,Covered,3.8,2.06,2.41,3187,2.42,130247,5382122,Low ROI
Erode,Tier_3,Apartment,3,1147,7,5,9,Fully-Furnished,Open,4.64,2.13,4.8,3002,4.28,143159,3344838,High ROI
Jalandhar,Tier_3,Villa,2,2111,15,0,1,Semi-Furnished,None,6.75,1.62,0.87,3324,4.36,314773,7219565,High ROI
Navi Mumbai,Tier_2,Villa,2,1715,4,0,2,Unfurnished,Open,13.3,0.5,1.41,4349,1.9,148028,7790959,Low ROI
Vasai-Virar,Tier_3,Apartment,1,1021,5,2,5,Unfurnished,Covered,5.88,2.61,8.5,3035,3.85,114306,2969012,High ROI
Nizamabad,Tier_3,Independent House,3,987,18,0,2,Semi-Furnished,Covered,2.93,4.91,4.52,3042,3.66,113172,3092156,High ROI
Jalandhar,Tier_3,Apartment,1,646,1,5,7,Semi-Furnished,Covered,3.24,1.84,2.63,2161,4.98,69856,1402750,High ROI
Raipur,Tier_3,Apartment,1,816,10,3,5,Semi-Furnished,Open,6.45,0.4,0.22,1903,4.08,61969,1518851,High ROI
Jabalpur,Tier_3,Apartment,2,993,3,1,8,Semi-Furnished,Open,2.59,1.69,6.23,2757,3.12,85628,2744494,Medium ROI
Vasai-Virar,Tier_3,Plot,3,1672,12,0,3,Semi-Furnished,None,8.04,0.55,4.26,2282,3.55,139217,3921630,High ROI
Aligarh,Tier_3,Apartment,2,1305,1,4,6,Fully-Furnished,Open,1.51,0.55,6.11,2961,4.99,183028,3667905,High ROI
Solapur,Tier_3,Independent House,2,761,1,0,2,Fully-Furnished,Open,5.35,3.73,0.63,2837,3.92,79438,2026504,High ROI
Ongole,Tier_3,Plot,4,1615,0,0,3,Semi-Furnished,Covered,6.86,0.94,5.1,3013,4.43,231503,5225813,High ROI
Amritsar,Tier_3,Apartment,2,1251,13,4,5,Fully-Furnished,Open,6.47,5.08,1.13,3316,3.21,129357,4029844,Medium ROI
Varanasi,Tier_3,Independent House,1,1029,10,0,2,Fully-Furnished,Open,1.44,3.51,4.89,3192,3.11,97404,3131977,Medium ROI
Bathinda,Tier_3,Apartment,3,1366,0,4,10,Fully-Furnished,Covered,5.59,4.69,3.03,3315,3.62,173827,4801859,High ROI
Chennai,Tier_1,Independent House,1,525,1,0,2,Semi-Furnished,None,9.14,5.08,5.89,7009,2.2,86760,3943647,Low ROI
Bathinda,Tier_3,Plot,1,957,9,0,2,Semi-Furnished,Open,5.39,4.83,0.93,1856,5.05,90766,1797348,High ROI
Ujjain,Tier_3,Plot,2,1145,9,0,1,Fully-Furnished,Open,4.9,8.96,4.74,3089,4.88,182373,3737158,High ROI
Howrah,Tier_3,Apartment,3,1287,5,4,5,Fully-Furnished,Open,5.08,3.4,3.37,2855,3.56,128434,3607714,High ROI
Coimbatore,Tier_3,Apartment,2,902,15,3,4,Unfurnished,Open,8.14,0.51,1.55,2122,2.33,42828,1838116,Low ROI
Agartala,Tier_3,Plot,3,1676,16,0,1,Semi-Furnished,Open,1.58,5.03,3.88,1999,3.22,107863,3349807,Medium ROI
Nanded,Tier_3,Apartment,2,879,6,2,9,Fully-Furnished,Covered,5.1,2.32,2.8,2603,3.66,83018,2268273,High ROI
Thiruvananthapuram,Tier_3,Apartment,2,1376,10,10,12,Fully-Furnished,Open,1.96,1.04,5.64,3427,3.69,174692,4734215,High ROI
Agartala,Tier_3,Apartment,2,877,15,8,9,Semi-Furnished,Covered,1.34,6.08,1.57,2727,4.0,102803,2570077,High ROI
Aurangabad,Tier_3,Apartment,1,796,6,1,4,Fully-Furnished,Covered,0.6,1.83,4.18,3787,3.85,125038,3247756,High ROI
Mangalore,Tier_3,Plot,4,2243,4,0,2,Fully-Furnished,Open,6.84,5.52,8.82,2912,4.21,267627,6356956,High ROI
Pune,Tier_1,Plot,2,1524,8,0,2,Semi-Furnished,Covered,9.06,3.26,10.82,5364,1.5,113345,7556353,Low ROI
Ghaziabad,Tier_2,Independent House,3,1002,17,0,3,Semi-Furnished,Covered,5.8,3.92,7.11,4386,1.67,70367,4213637,Low ROI
Panipat,Tier_3,Apartment,1,791,1,0,7,Semi-Furnished,Open,5.45,0.44,2.67,3056,3.58,81500,2276552,High ROI
Visakhapatnam,Tier_3,Villa,2,2659,26,0,1,Semi-Furnished,None,3.56,3.37,5.32,2581,3.55,248048,6987277,High ROI
Gaya,Tier_3,Apartment,2,1356,6,1,7,Unfurnished,Open,1.05,1.14,0.12,1891,4.25,102536,2412615,High ROI
Kurnool,Tier_3,Plot,2,1175,0,0,1,Unfurnished,Covered,4.83,3.19,4.58,2836,3.65,115328,3159692,High ROI
Karnal,Tier_3,Villa,4,3018,2,0,1,Fully-Furnished,Open,2.94,3.02,4.06,4530,4.77,629622,13199639,High ROI
Tiruppur,Tier_3,Independent House,2,1156,4,0,1,Unfurnished,Covered,7.91,4.4,0.18,2317,2.53,69126,2732253,Medium ROI
Kalyan-Dombivali,Tier_3,Apartment,1,554,6,4,7,Unfurnished,Open,4.34,4.65,1.53,2281,3.54,46582,1315898,High ROI
Kolkata,Tier_1,Plot,2,1795,0,0,2,Fully-Furnished,Covered,9.2,2.62,4.49,6130,2.03,236297,11640252,Low ROI
Madurai,Tier_3,Apartment,2,1111,4,5,10,Semi-Furnished,Open,10.94,3.72,2.73,3002,3.95,122886,3111044,High ROI
Hyderabad,Tier_1,Apartment,3,1136,25,5,6,Fully-Furnished,None,8.45,5.35,8.76,4141,1.5,75509,5033951,Low ROI
Bathinda,Tier_3,Apartment,2,758,16,3,5,Fully-Furnished,None,0.24,2.33,3.35,2993,3.46,82693,2389998,Medium ROI
Nizamabad,Tier_3,Apartment,2,1041,2,5,7,Fully-Furnished,Open,0.84,1.01,3.75,2749,3.26,93841,2878584,Medium ROI
Ludhiana,Tier_3,Plot,3,1684,2,0,2,Semi-Furnished,Covered,0.01,4.2,0.55,2314,3.82,138007,3612751,High ROI
Lucknow,Tier_2,Villa,3,3010,0,0,1,Fully-Furnished,Open,4.01,3.44,4.42,8242,1.91,470828,24650724,Low ROI
Agra,Tier_3,Apartment,2,946,16,0,5,Unfurnished,Covered,4.35,1.25,5.9,2631,4.97,124153,2498067,High ROI
Coimbatore,Tier_3,Apartment,2,742,14,7,11,Fully-Furnished,Open,4.49,3.82,0.08,2560,3.85,73618,1912156,High ROI
Bathinda,Tier_3,Independent House,2,1094,24,0,1,Fully-Furnished,Open,5.94,1.91,2.45,2539,3.09,79362,2568367,Medium ROI
Dhanbad,Tier_3,Apartment,2,1434,2,3,7,Semi-Furnished,Open,3.76,3.05,1.02,3061,5.16,224236,4345671,High ROI
Lucknow,Tier_2,Plot,1,1265,4,0,1,Fully-Furnished,Open,3.92,4.88,5.64,4997,2.21,134467,6084498,Low ROI
Kurnool,Tier_3,Apartment,3,1198,3,5,9,Semi-Furnished,Open,2.13,5.17,5.63,3104,4.21,148373,3524323,High ROI
Karnal,Tier_3,Apartment,3,1072,23,6,7,Semi-Furnished,Open,1.82,4.8,1.75,2289,3.83,87011,2271853,High ROI
Amritsar,Tier_3,Apartment,2,947,9,2,5,Fully-Furnished,Open,0.21,0.88,1.35,2429,4.11,101219,2462760,High ROI
Bikaner,Tier_3,Apartment,3,1508,22,2,9,Unfurnished,Open,2.9,4.18,5.46,2190,2.57,89085,3466381,Medium ROI
Bengaluru,Tier_1,Apartment,2,1265,2,2,4,Unfurnished,Covered,16.13,5.5,9.73,6979,2.06,176950,8589809,Low ROI
Raipur,Tier_3,Apartment,2,1165,5,4,5,Fully-Furnished,Covered,5.0,3.66,2.19,3373,4.86,205676,4232028,High ROI
Jalandhar,Tier_3,Independent House,5,1413,0,0,1,Semi-Furnished,None,0.3,0.2,4.33,2861,3.19,138678,4347285,Medium ROI
Nanded,Tier_3,Independent House,1,917,2,0,3,Semi-Furnished,Open,1.8,2.4,3.8,3569,3.16,101760,3220267,Medium ROI
Erode,Tier_3,Apartment,2,765,16,6,7,Semi-Furnished,Open,5.5,1.0,0.79,1738,4.39,62700,1428258,High ROI
Ranchi,Tier_3,Apartment,4,1542,2,0,1,Fully-Furnished,Open,4.24,1.04,1.0,3021,3.26,145260,4455846,Medium ROI
Faridabad,Tier_3,Villa,3,2394,11,0,1,Fully-Furnished,None,4.68,0.77,5.68,3770,4.15,364383,8780314,High ROI
Nanded,Tier_3,Apartment,3,1101,3,0,5,Unfurnished,Open,3.1,1.09,3.86,2281,4.06,96442,2375437,High ROI
Sikar,Tier_3,Apartment,4,1179,6,9,11,Fully-Furnished,Open,5.22,0.63,2.82,2593,3.41,98571,2890671,Medium ROI
Ranchi,Tier_3,Apartment,2,858,24,10,13,Fully-Furnished,Open,0.75,5.17,3.84,2015,4.52,72957,1614112,High ROI
Kolkata,Tier_1,Apartment,4,1623,5,4,7,Fully-Furnished,None,10.24,5.93,10.58,5179,1.69,147083,8703194,Low ROI
Salem,Tier_3,Apartment,3,1350,17,3,7,Unfurnished,Open,4.85,4.83,1.86,1783,2.39,56831,2377895,Low ROI
Cuttack,Tier_3,Apartment,3,1696,13,8,12,Unfurnished,None,6.01,3.1,4.15,2209,2.62,105171,4014198,Medium ROI
Chandigarh,Tier_2,Independent House,2,996,4,0,2,Unfurnished,Open,7.14,4.35,4.29,4293,2.2,88488,4022220,Low ROI
Karnal,Tier_3,Apartment,2,364,0,7,8,Unfurnished,Covered,7.63,3.62,4.76,3109,2.88,31892,1107379,Medium ROI
Gurgaon,Tier_2,Villa,2,2604,12,0,3,Fully-Furnished,Covered,1.15,2.04,2.58,6081,1.5,237320,15821337,Low ROI
Nellore,Tier_3,Apartment,2,1073,10,5,12,Unfurnished,Covered,3.48,3.11,2.7,2132,4.54,106326,2342004,High ROI
Ongole,Tier_3,Apartment,1,868,3,5,6,Fully-Furnished,None,2.24,0.31,7.49,2346,2.98,60817,2040871,Medium ROI
Howrah,Tier_3,Independent House,2,695,8,0,3,Semi-Furnished,Covered,1.65,2.1,5.43,3295,4.48,96535,2154815,High ROI
Bathinda,Tier_3,Independent House,1,885,6,0,1,Semi-Furnished,Covered,2.02,3.81,1.38,3491,5.16,163124,3161329,High ROI
Salem,Tier_3,Apartment,3,1398,10,6,8,Fully-Furnished,Open,1.96,1.43,5.64,3269,4.9,227883,4650684,High ROI
Faridabad,Tier_3,Apartment,3,1208,11,5,9,Semi-Furnished,Open,4.27,2.04,1.73,2168,3.59,88738,2471838,High ROI
Kalyan-Dombivali,Tier_3,Apartment,3,885,3,1,6,Semi-Furnished,Open,7.0,2.47,3.24,2948,2.74,75851,2768318,Medium ROI
Bikaner,Tier_3,Apartment,2,1178,1,1,4,Semi-Furnished,Covered,2.18,2.72,2.42,2409,3.18,93545,2941679,Medium ROI
Shimla,Tier_3,Independent House,2,614,1,0,1,Unfurnished,Covered,1.29,0.06,1.7,2641,3.31,57893,1749040,Medium ROI
Delhi,Tier_1,Villa,2,2493,7,0,1,Semi-Furnished,Open,10.71,2.48,10.23,8447,2.02,445409,22049963,Low ROI
Bengaluru,Tier_1,Apartment,1,758,26,12,13,Fully-Furnished,None,4.37,2.32,8.76,5055,1.5,53233,3548932,Low ROI
Bathinda,Tier_3,Apartment,2,875,1,5,9,Fully-Furnished,Open,2.14,1.47,1.92,3354,3.34,94606,2832532,Medium ROI
Ujjain,Tier_3,Apartment,2,831,10,1,7,Fully-Furnished,Open,6.35,0.88,3.54,2317,3.05,56869,1864579,Medium ROI
Delhi,Tier_1,Apartment,4,1407,3,1,8,Unfurnished,Open,11.1,5.93,2.35,4828,1.5,109447,7296473,Low ROI
Srinagar,Tier_3,Apartment,2,972,3,2,7,Semi-Furnished,None,4.15,3.02,7.64,2172,4.45,97963,2201420,High ROI
Cuttack,Tier_3,Apartment,2,1263,18,7,8,Semi-Furnished,Open,1.79,5.31,3.51,1777,3.65,81834,2242041,High ROI
Coimbatore,Tier_3,Independent House,1,967,1,0,1,Unfurnished,None,5.69,3.08,5.05,2244,4.54,91994,2026319,High ROI
Puducherry,Tier_3,Villa,2,3224,11,0,1,Unfurnished,None,0.89,1.92,7.3,3050,3.96,377265,9526900,High ROI
Ahmedabad,Tier_1,Apartment,2,913,9,4,5,Unfurnished,Open,7.37,3.66,0.68,5343,2.23,112462,5043161,Low ROI
Tirunelveli,Tier_3,Apartment,2,952,8,2,4,Unfurnished,None,7.03,3.84,2.28,2491,4.04,89792,2222579,High ROI
Mysore,Tier_3,Independent House,1,631,13,0,1,Unfurnished,Open,4.22,0.07,3.08,2084,3.0,38771,1292397,Medium ROI
Kochi,Tier_3,Villa,3,3237,0,0,1,Semi-Furnished,Covered,0.69,1.94,2.84,3492,4.12,460569,11178881,High ROI
Firozabad,Tier_3,Apartment,1,922,4,4,8,Fully-Furnished,Covered,4.3,6.41,5.1,3866,3.53,134105,3799012,High ROI
